Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2005","2005","1000 ha","212286","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2005","2005","1000 ha","54564.445","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2006","2006","1000 ha","211876.5","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2006","2006","1000 ha","54981.42","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2007","2007","1000 ha","211435.6","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2007","2007","1000 ha","55429.795","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2008","2008","1000 ha","210851.4","A","Official figure",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2008","2008","1000 ha","56021.47","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2009","2009","1000 ha","210783.3","A","Official figure",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2009","2009","1000 ha","56097.045","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2010","2010","1000 ha","217161.8","A","Official figure",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2010","2010","1000 ha","49726.02","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2011","2011","1000 ha","216988.5","A","Official figure",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2011","2011","1000 ha","49854.064","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2012","2012","1000 ha","217012.1","A","Official figure",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2012","2012","1000 ha","49785.208","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2013","2013","1000 ha","216994.1","A","Official figure",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2013","2013","1000 ha","49757.952","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2014","2014","1000 ha","216799.4","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2014","2014","1000 ha","49907.396","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2015","2015","1000 ha","216259.7","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2015","2015","1000 ha","50401.84","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2016","2016","1000 ha","216242.1","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2016","2016","1000 ha","50390.93","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2017","2017","1000 ha","216213.7","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2017","2017","1000 ha","50390.82","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","216036.1","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2018","2018","1000 ha","50539.91","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2019","2019","1000 ha","213974.3","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2019","2019","1000 ha","52573.2","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","214149.2","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2020","2020","1000 ha","52369.79","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2021","2021","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2021","2021","1000 ha","52239.39","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2022","2022","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2022","2022","1000 ha","52225.49","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2023","2023","1000 ha","214265.7","I","Value imputed by a receiving agency",""
"RL","Land Use","108","Kazakhstan","5110","Area","6670","Other land","2023","2023","1000 ha","52211.59","I","Value imputed by a receiving agency",""
